ASCIINew,answerKeysFormal.rt,participant,InitialTone,Accept,Group
a2Kain1,1.37899467,52,R,1,NonFinalH
a2Kain1,0.900909926218,36,R,0,NonFinalH
a2Kain1,1.16614528027,20,R,0,NonFinalH
a2Kain1,0.984041986696,42,R,1,NonFinalH
a2Kain1,1.27635940386,52,R,0,NonFinalH
a2Kain1,1.68454650615,26,R,1,NonFinalH
a2Kain1,1.2008787985,9,R,1,NonFinalH
a2Kain1,1.90069113162,34,R,0,NonFinalH
a2Kain1,1.10062846285,42,R,1,NonFinalH
a2Kain1,1.18443674091,7,R,1,NonFinalH
a2Kain1,1.93409091141,30,R,0,NonFinalH
a2Kain1,2.30107841059,15,R,0,NonFinalH
a2Kain1,1.5340244422,40,R,1,NonFinalH
a2Kain1,1.00227498705,28,R,0,NonFinalH
a2Kain1,2.26711479173,40,R,1,NonFinalH
a2Kain1,0.833323206985,18,R,0,NonFinalH
a2Kain1,1.73367723869,16,R,0,NonFinalH
a2Kain1,1.51723323436,46,R,1,NonFinalH
a2Kain1,2.50036522746,15,R,1,NonFinalH
a2Kain1,1.02677792762,22,R,0,NonFinalH
a2Kain1,1.84544287494,30,R,0,NonFinalH
a2Kain1,0.934694730153,28,R,0,NonFinalH
a2Kain1,1.3174252522,4,R,1,NonFinalH
a2Kain1,1.26764652174,4,R,0,NonFinalH
a2Kain1,1.76710617892,34,R,0,NonFinalH
a2Kain1,0.734083084622,20,R,0,NonFinalH
a2Kain1,2.30089409021,16,R,0,NonFinalH
a2Kain1,1.73410308547,48,R,0,NonFinalH
a2Kain1,3.35066397919,53,R,1,NonFinalH
a2Kain1,0.900724037667,11,R,0,NonFinalH
a2Kain1,1.33417278551,46,R,1,NonFinalH
a2Kain1,1.43402486341,2,R,0,NonFinalH
a2Kain1,1.95034648804,18,R,1,NonFinalH
a2Kain1,1.26735051791,9,R,1,NonFinalH
a2Kain1,1.8676916681,32,R,1,NonFinalH
a2Kain1,1.28414824535,22,R,0,NonFinalH
a2Kain1,1.75074632675,14,R,0,NonFinalH
a2Kain1,2.3671056786,50,R,0,NonFinalH
a2Kain1,1.16715130315,32,R,0,NonFinalH
a2Kain1,3.15093387109,26,R,1,NonFinalH
a2Kain1,1.23864672001,7,R,0,NonFinalH
a2Kain1,1.4672625214,50,R,0,NonFinalH
a2Kain1,1.71733519202,14,R,1,NonFinalH
a2Kain1,1.73425641318,53,R,1,NonFinalH
a2Kain1,1.2508226988,2,R,0,NonFinalH
a2Kain1,2.01738615171,48,R,1,NonFinalH
a2Kain1,0.933913441,36,R,1,NonFinalH
a2Kain1,0.908447742811,11,R,0,NonFinalH
fen1si4,1.26181499935,2,H,1,NonFinalH
fen1si4,2.64321247139,15,H,0,NonFinalH
fen1si4,1.70076923026,16,H,0,NonFinalH
fen1si4,1.10556561541,4,H,1,NonFinalH
fen1si4,1.30112414923,18,H,0,NonFinalH
fen1si4,1.31776522053,53,H,0,NonFinalH
fen1si4,1.65096725419,52,H,1,NonFinalH
fen1si4,1.25084138652,34,H,0,NonFinalH
fen1si4,1.45100014261,18,H,0,NonFinalH
fen1si4,1.51700915489,34,H,0,NonFinalH
fen1si4,1.23374345747,11,H,0,NonFinalH
fen1si4,1.13391903846,36,H,0,NonFinalH
fen1si4,1.08385790675,7,H,0,NonFinalH
fen1si4,1.25999579486,22,H,0,NonFinalH
fen1si4,3.1006664539,50,H,0,NonFinalH
fen1si4,1.06803418383,22,H,0,NonFinalH
fen1si4,1.93326356485,20,H,0,NonFinalH
fen1si4,1.4008042512,14,H,0,NonFinalH
fen1si4,1.2667017784,48,H,0,NonFinalH
fen1si4,1.37007152644,4,H,0,NonFinalH
fen1si4,0.800700212596,20,H,1,NonFinalH
fen1si4,2.68403245808,26,H,1,NonFinalH
fen1si4,0.80007052,36,H,0,NonFinalH
fen1si4,1.46772641584,32,H,0,NonFinalH
fen1si4,2.78345578094,40,H,0,NonFinalH
fen1si4,2.05073441268,40,H,1,NonFinalH
fen1si4,1.06758128089,28,H,0,NonFinalH
fen1si4,1.94633728918,42,H,1,NonFinalH
fen1si4,1.33364883938,50,H,1,NonFinalH
fen1si4,1.16748421767,52,H,0,NonFinalH
fen1si4,1.74087982778,2,H,1,NonFinalH
fen1si4,1.11731624667,42,H,0,NonFinalH
fen1si4,1.86705985991,30,H,1,NonFinalH
fen1si4,1.55972941819,28,H,0,NonFinalH
fen1si4,2.5505932041,15,H,1,NonFinalH
fen1si4,1.18423299142,32,H,0,NonFinalH
fen1si4,1.10101642431,7,H,0,NonFinalH
fen1si4,1.23377096816,46,H,1,NonFinalH
fen1si4,1.15149255103,9,H,0,NonFinalH
fen1si4,2.0075059213,30,H,0,NonFinalH
fen1si4,0.883976041107,46,H,0,NonFinalH
fen1si4,1.58473786578,9,H,0,NonFinalH
fen1si4,1.33717584354,14,H,0,NonFinalH
fen1si4,1.73386019375,16,H,0,NonFinalH
fen1si4,1.06886822532,11,H,0,NonFinalH
fen1si4,1.25064878992,53,H,0,NonFinalH
fen1si4,1.017610749,48,H,0,NonFinalH
fen1si4,2.88372068416,26,H,0,NonFinalH
fu2naN4,1.56699777138,34,R,0,NonFinalH
fu2naN4,2.61045607292,50,R,0,NonFinalH
fu2naN4,2.15464001626,42,R,0,NonFinalH
fu2naN4,1.13428085175,36,R,1,NonFinalH
fu2naN4,0.750575659564,20,R,1,NonFinalH
fu2naN4,1.78420968563,16,R,1,NonFinalH
fu2naN4,1.39149540548,2,R,1,NonFinalH
fu2naN4,1.78412233118,32,R,0,NonFinalH
fu2naN4,1.7502006187,2,R,1,NonFinalH
fu2naN4,1.38388603268,7,R,1,NonFinalH
fu2naN4,1.21746179712,28,R,1,NonFinalH
fu2naN4,2.23387174122,30,R,0,NonFinalH
fu2naN4,0.967362328083,9,R,0,NonFinalH
fu2naN4,2.26752721364,26,R,1,NonFinalH
fu2naN4,1.38397097297,53,R,1,NonFinalH
fu2naN4,0.933911257307,11,R,1,NonFinalH
fu2naN4,1.05077264202,46,R,0,NonFinalH
fu2naN4,1.16709390219,42,R,0,NonFinalH
fu2naN4,1.26739903109,20,R,0,NonFinalH
fu2naN4,1.75046421331,48,R,0,NonFinalH
fu2naN4,2.37126418506,15,R,1,NonFinalH
fu2naN4,1.20077673974,18,R,0,NonFinalH
fu2naN4,2.20812408158,4,R,1,NonFinalH
fu2naN4,2.35083850254,26,R,0,NonFinalH
fu2naN4,1.01773671911,52,R,0,NonFinalH
fu2naN4,1.27909193037,32,R,0,NonFinalH
fu2naN4,3.17528899061,14,R,1,NonFinalH
fu2naN4,1.05043107062,18,R,1,NonFinalH
fu2naN4,1.66762024001,15,R,1,NonFinalH
fu2naN4,1.00083182997,52,R,0,NonFinalH
fu2naN4,1.61752918828,53,R,1,NonFinalH
fu2naN4,1.43353183003,40,R,1,NonFinalH
fu2naN4,0.884013929,36,R,0,NonFinalH
fu2naN4,1.08446402941,50,R,1,NonFinalH
fu2naN4,1.06765232439,4,R,1,NonFinalH
fu2naN4,1.00075605295,22,R,1,NonFinalH
fu2naN4,1.55026098342,34,R,0,NonFinalH
fu2naN4,1.13456727634,28,R,1,NonFinalH
fu2naN4,1.5673568541,30,R,0,NonFinalH
fu2naN4,2.25101051922,16,R,1,NonFinalH
fu2naN4,1.33364781574,14,R,0,NonFinalH
fu2naN4,2.56728170509,22,R,0,NonFinalH
fu2naN4,1.25023705646,9,R,0,NonFinalH
fu2naN4,1.13700053451,7,R,1,NonFinalH
fu2naN4,1.33371710568,48,R,0,NonFinalH
fu2naN4,1.85047520418,46,R,1,NonFinalH
fu2naN4,1.23816612177,11,R,1,NonFinalH
fu2naN4,1.98385664274,40,R,1,NonFinalH
fuN2neN4,2.04516155692,14,R,1,NonFinalH
fuN2neN4,1.28348605754,9,R,0,NonFinalH
fuN2neN4,1.56720251543,16,R,1,NonFinalH
fuN2neN4,1.16307532984,20,R,1,NonFinalH
fuN2neN4,1.1340360489,11,R,1,NonFinalH
fuN2neN4,1.0673281264,18,R,0,NonFinalH
fuN2neN4,2.01726908028,26,R,1,NonFinalH
fuN2neN4,1.4677644195,15,R,1,NonFinalH
fuN2neN4,2.56675284193,48,R,1,NonFinalH
fuN2neN4,1.31723272352,9,R,0,NonFinalH
fuN2neN4,1.41728621522,2,R,1,NonFinalH
fuN2neN4,1.06751776987,42,R,1,NonFinalH
fuN2neN4,1.08423917682,11,R,0,NonFinalH
fuN2neN4,1.2372401811,4,R,0,NonFinalH
fuN2neN4,2.01772407768,32,R,1,NonFinalH
fuN2neN4,1.03410465551,34,R,0,NonFinalH
fuN2neN4,1.36689777207,40,R,1,NonFinalH
fuN2neN4,1.3837060465,46,R,1,NonFinalH
fuN2neN4,1.93432365602,53,R,0,NonFinalH
fuN2neN4,1.41758385795,28,R,1,NonFinalH
fuN2neN4,2.40071195294,40,R,1,NonFinalH
fuN2neN4,1.017582095,52,R,1,NonFinalH
fuN2neN4,1.75498901759,4,R,1,NonFinalH
fuN2neN4,1.5176300403,30,R,1,NonFinalH
fuN2neN4,1.717128582,36,R,0,NonFinalH
fuN2neN4,1.34616018708,2,R,1,NonFinalH
fuN2neN4,1.23449073877,50,R,1,NonFinalH
fuN2neN4,1.20891241968,28,R,1,NonFinalH
fuN2neN4,3.31733140186,42,R,0,NonFinalH
fuN2neN4,1.30070642335,46,R,0,NonFinalH
fuN2neN4,1.30067017511,15,R,1,NonFinalH
fuN2neN4,1.65039482107,14,R,1,NonFinalH
fuN2neN4,1.61700891599,32,R,0,NonFinalH
fuN2neN4,1.28381408402,22,R,0,NonFinalH
fuN2neN4,1.6175712226,48,R,1,NonFinalH
fuN2neN4,1.51776828038,26,R,1,NonFinalH
fuN2neN4,1.38444332639,36,R,1,NonFinalH
fuN2neN4,1.8892091359,16,R,0,NonFinalH
fuN2neN4,1.28385981824,7,R,1,NonFinalH
fuN2neN4,1.32539470959,52,R,1,NonFinalH
fuN2neN4,1.20063269651,22,R,1,NonFinalH
fuN2neN4,2.34307180252,30,R,0,NonFinalH
fuN2neN4,1.8171646439,53,R,1,NonFinalH
fuN2neN4,1.28375488578,34,R,1,NonFinalH
fuN2neN4,0.567798484582,20,R,1,NonFinalH
fuN2neN4,0.917267471319,18,R,1,NonFinalH
fuN2neN4,1.11717995332,7,R,1,NonFinalH
fuN2neN4,1.30064938722,50,R,1,NonFinalH
iN2nau1,1.36718729202,9,R,1,NonFinalH
iN2nau1,1.46710639494,46,R,1,NonFinalH
iN2nau1,1.50179882639,42,R,1,NonFinalH
iN2nau1,1.81758054276,15,R,1,NonFinalH
iN2nau1,1.28356832414,20,R,1,NonFinalH
iN2nau1,1.68402714015,11,R,0,NonFinalH
iN2nau1,3.51749965099,26,R,0,NonFinalH
iN2nau1,1.61724887334,30,R,1,NonFinalH
iN2nau1,1.943343397,52,R,0,NonFinalH
iN2nau1,3.3678767159,40,R,1,NonFinalH
iN2nau1,1.20383815746,2,R,1,NonFinalH
iN2nau1,1.15077609103,11,R,1,NonFinalH
iN2nau1,1.11745990785,22,R,0,NonFinalH
iN2nau1,1.23424736795,52,R,1,NonFinalH
iN2nau1,0.933742068708,28,R,1,NonFinalH
iN2nau1,1.25042248575,53,R,1,NonFinalH
iN2nau1,2.50019985065,30,R,0,NonFinalH
